PC,cell_type_compound,cell_type,compound,cell_id,compound_cell_id,all_cells - chanel_3 Gabor Max 2 px w2 - Mean per Well,all_cells - chanel_2 Area,all_cells - chanel_3 SER Ridge 1 px - Mean per Well,all_cells - chanel_3_intensity Mean - Mean per Well,spotschan3_intensitymean_div_chan2area,chan3_intensitymean_div_chan2area,all_cells - chanel_1 Area,ir_chanel_3_at - Intensity ir_chanel_3_at chanel_3 Mean - Mean per Well,spots_chanel_3_final - Region Intensity - Mean per Well,spots_chanel_3_final - Spot to Region Intensity - Mean per Well,spots_chanel_3_final - Corrected Spot Intensity - Mean per Well
24s,HC_UT,HC,UT,8429.0,UT_8429.0,-0.5536481842989366,2.4347243678182884,-0.9759421535006838,1.2568977532112855,-29.846527029209323,-6.994930035557823,0.6231553160972908,4.840640256598999,0.6804187229604868,0.2573362442571784,0.768757068942994
24s,HC_UT,HC,UT,8429.0,UT_8429.0,-0.5572890669215277,2.429032014477042,-0.9838465941920572,0.5426801948132742,-29.84461091786032,-7.651972557866725,0.6231497661997218,4.604732266633394,0.6799989800186825,0.3144784647265497,0.767706374008052
24s,L_UT,L,UT,640.0,UT_640.0,-0.5564811600077724,2.4445494437429995,-0.9843385352716288,0.3606963368019845,-39.963302347032496,-8.238852568921407,0.6231735916049858,4.533538855199892,0.6798366551464382,0.3165357797210008,0.767382854943661
24s,L_T,L,T,640.0,T_640.0,-0.5567502023963258,2.44384531060598,-0.9847083938399074,0.2559568085451502,-41.819539242145744,-8.342228972922463,0.6231697114084123,4.463673976824309,0.6795689591943248,0.2890308541429477,0.7666129930810508
24s,E_UT,E,UT,657.0,UT_657.0,-0.557073069511064,2.441902416800848,-0.9702950742404528,2.5102578095931967,-19.64228055152496,-5.8753050928044335,0.6231804400694047,5.183454487034899,0.6818464452190885,0.1802995094455455,0.7725443811777537
24s,E_T,E,T,657.0,T_657.0,-0.557473502407919,2.4403819598018828,-0.9728350643600155,2.252627443749609,-21.44573208345104,-6.094813697753381,0.6231700484661999,5.168968192668261,0.6816440775131396,0.18562422296973,0.7719884291009775
24s,E_UT,E,UT,657.0,UT_657.0,-0.555515890586271,2.445417369359141,-0.9699590041972552,2.1839783404737823,-26.655568293328677,-6.288788539161727,0.623181540365716,5.100490574867315,0.6813785941151186,0.1770974504274338,0.7712555293126268
24s,E_T,E,T,657.0,T_657.0,-0.5566429923084317,2.448866124229827,-0.9752298474940948,1.7434313956006118,-30.84392949475104,-6.831170777861808,0.6231753614942862,4.953923886390765,0.6811693384389012,0.2020027048563813,0.7706956027491005
24s,E_UT,E,UT,657.0,UT_657.0,-0.5555343494632802,2.4386585103587586,-0.9763271363059088,1.421631004873248,-30.510046840597607,-6.912490916977385,0.6231487921620815,4.827685082066159,0.6805928537211569,0.2688440259414845,0.7692135825935125
24s,E_UT,E,UT,657.0,UT_657.0,-0.5556624126412228,2.444249347350142,-0.9733360275238694,1.7233211873835126,-29.40651170007464,-6.732750566328595,0.6231764040581147,4.993557494000066,0.6810505538863298,0.2115026642004873,0.7704039685591871
24s,E_T,E,T,657.0,T_657.0,-0.5556133876502237,2.448064190641798,-0.9752677150081638,1.574154894591962,-33.07953107094255,-6.988093810803923,0.6231852205252351,4.908022943695341,0.6809019403959201,0.2393132740558364,0.7700236502578107
24s,PC2_UT,PC2,UT,1.0,UT_1.0,-0.5571616473442683,2.4516878474465864,-0.9768654827142595,1.524112007533238,-36.03677239734085,-7.138278129184566,0.6232084284392722,4.932717092747554,0.6808654025126766,0.2098264408215442,0.7698839725800974
24s,PC2_T,PC2,T,1.0,T_1.0,-0.5569430413279561,2.4435393294200662,-0.9795066069617816,1.174780377351302,-33.61966496635343,-7.299422943404233,0.6231721866351045,4.781285958203287,0.6805584427127824,0.2617407928826242,0.7691126244214368
24s,PC2_UT,PC2,UT,1.0,UT_1.0,-0.5489585767136997,2.442270919993724,-0.9700054248652784,1.231436845092666,-37.34123469993713,-7.205881313742657,0.6231894577205724,4.743046850657541,0.6800403242897841,0.2548706155227785,0.7677147819180631
24s,PC2_T,PC2,T,1.0,T_1.0,-0.5511349702188825,2.4383419245888267,-0.9721863273827566,1.4342416727675915,-31.779699727277848,-6.8913986716183615,0.6231857133836218,4.687115978352818,0.680419254891381,0.2725509939868751,0.7687491022657923
24s,PC2_UT,PC2,UT,1.0,UT_1.0,-0.5495558337026071,2.4458086636653404,-0.973194614972228,0.9415347017678322,-43.226371334672805,-7.613939090202451,0.6232056246852457,4.646495474851425,0.6796404326567085,0.2511101090403269,0.7666487415027582
24s,PC2_T,PC2,T,1.0,T_1.0,-0.548884136428985,2.450818043981636,-0.9741359699594392,0.7115642930382974,-49.95133283384469,-8.005516919082305,0.6232074940197567,4.5916841327566935,0.679359684635949,0.2839429161899201,0.7659136897387381
24s,PC2_T,PC2,T,1.0,T_1.0,-0.55721174083753,2.444009400929122,-0.9863182326207014,-0.1630167643095736,-48.05100912043774,-8.843619578259421,0.6231892637666379,4.341449147983395,0.6787669784317801,0.3377923326181041,0.7645069325375942
24s,PC2_UT,PC2,UT,1.0,UT_1.0,-0.5561263268497757,2.442161195782273,-0.9842621957451524,0.0900496498095975,-44.88777037515188,-8.493439153011908,0.6231851641923309,4.453762331541587,0.6790073788291514,0.3210048918615835,0.765095151564491
24s,PC2_T,PC2,T,1.0,T_1.0,-0.5552415284225796,2.4494900928015,-0.9834734891798655,0.0791490853394288,-50.60391397979759,-8.701342794474524,0.6232081965228217,4.416898703608978,0.6790996591451106,0.2762092240655753,0.7653221736215834
24s,NC2_UT,NC2,UT,5250.0,UT_5250.0,-0.5517549964470704,2.4466751976705323,-0.9684194170510648,1.8268348124590528,-32.01324664238172,-6.687002839148832,0.6232115459574462,4.914989015683539,0.680924561191188,0.2263908070630738,0.7700801451472871
24s,NC2_T,NC2,T,5250.0,T_5250.0,-0.5517747303871752,2.4359402724337613,-0.9696835845041823,1.7951121337836538,-24.95069800374446,-6.455349524196142,0.623184561156598,4.987354404640165,0.6811013193654961,0.2327270711109082,0.7705334922447322
24s,NC2_UT,NC2,UT,5250.0,UT_5250.0,-0.5560156558060242,2.441026333192041,-0.983867697173566,0.22138402871728,-42.052435753394604,-8.310138142192804,0.623195651276131,4.440788674294846,0.6792424445516703,0.3852098404708435,0.7658050495841037
24s,NC2_T,NC2,T,5250.0,T_5250.0,-0.5535684401999964,2.4464352044035715,-0.9806704702289204,0.4220173314085987,-45.24891404349698,-8.217666046346952,0.6231947398519282,4.542668717673116,0.6794077197599865,0.2977288137519772,0.7661623325878849
24s,NC2_UT,NC2,UT,5250.0,UT_5250.0,-0.5528457619057909,2.437855866684497,-0.9809172190482514,0.2036269618114782,-40.29114462640792,-8.251475816575354,0.6231965508995166,4.458961031388437,0.6791515718234659,0.373607901446008,0.7656171250571301
24s,NC2_T,NC2,T,5250.0,T_5250.0,-0.5586529305224636,2.4519540832177547,-0.9882571813759448,-0.1921895854192525,-52.99542069475115,-9.095869256373058,0.62322398634034,4.350215200755443,0.6790902037407291,0.3222365281123286,0.7653342193618636
24s,E_UT,E,UT,648.0,UT_648.0,-0.5522118392081935,2.459146306494435,-0.9649197102103064,1.9210211997850963,-39.75080201747728,-6.931455267567565,0.6232094682602723,5.022976962903484,0.6810313430763809,0.1890034203493936,0.7703155626449526
24s,E_T,E,T,648.0,T_648.0,-0.5479619135283912,2.458521484950936,-0.9651450145570932,1.654014846960517,-44.64647061373314,-7.193050847762175,0.6232102335324078,4.821896506473466,0.680573023265579,0.2810259070605105,0.7691644359940939
24s,E_T,E,T,648.0,T_648.0,-0.5511837213854475,2.44909738948288,-0.9772864053632606,0.4982259770063031,-49.56571809147158,-8.201490863618968,0.6231802337384656,4.5085510712747405,0.6791831366719229,0.3109383155506436,0.7655330134003252
24s,E_T,E,T,648.0,T_648.0,-0.5536609492342157,2.452185683012777,-0.9812220532294714,0.2458717041241087,-53.52368359786648,-8.579716839840126,0.6231746634185102,4.438042356831142,0.6790516015944822,0.3513510589277977,0.7652466805893859
24s,HC_T,HC,T,4431.0,T_4431.0,-0.5485865742232064,2.4471185951791656,-0.9704952894700912,1.1669133083731398,-40.35930628986614,-7.400592043635829,0.6232046821846049,4.638333103792609,0.6800588589786579,0.2771721735280922,0.7678408175162925
24s,HC_UT,HC,UT,4431.0,UT_4431.0,-0.551268576157756,2.4545269773691545,-0.9757268520173844,0.8564036283418882,-50.34686477248695,-7.946269384591243,0.6232639922159751,4.672744536672799,0.6797092540891905,0.2467304618612992,0.7668303140126002
24s,HC_T,HC,T,4431.0,T_4431.0,-0.547349393745986,2.442760262026485,-0.9737063637181296,0.7645251108159639,-42.61346787115217,-7.732588742650717,0.6232021214157942,4.531619684120646,0.679401379826589,0.2489168820165444,0.7660659855516797
24s,L_T,L,T,596.0,T_596.0,-0.5479442738605174,2.4472613810465127,-0.9618357841675323,1.989827522260572,-31.66365606705697,-6.533898226016498,0.6232330605530124,4.874543884056424,0.6810027735523195,0.2258919358056245,0.7702599194463663
24s,L_UT,L,UT,596.0,UT_596.0,-0.550627421395668,2.4492897195183705,-0.9667023316143448,1.770132197998407,-33.19729738550842,-6.8144874404579205,0.6232113422792042,4.847042756403966,0.6809657978839995,0.2506698629177164,0.770187051372396
24s,L_T,L,T,596.0,T_596.0,-0.5480524943612948,2.4507594198529614,-0.9665429094315022,1.5729510688328858,-38.31543121865216,-7.061217999882098,0.6232196037192572,4.735689459324409,0.6805669233472145,0.2685094070775903,0.7691508248400604
24s,L_UT,L,UT,596.0,UT_596.0,-0.5454893231983835,2.457015450350065,-0.9682248744975636,1.0942396122739333,-52.93112835153056,-7.753557620315017,0.623228191316193,4.639519083803332,0.6796987028592055,0.2752766479621711,0.7668253363356505
24s,L_T,L,T,596.0,T_596.0,-0.5479608921250345,2.44439150190286,-0.9675544771106944,1.4339036816576658,-35.2073407852512,-7.041982160924667,0.623200509494067,4.728325989118593,0.6804222424796047,0.2820944437256257,0.7688024451849431
24s,L_UT,L,UT,596.0,UT_596.0,-0.5476988927762947,2.45421783036868,-0.9675947476887136,1.368600759913268,-43.99638494728123,-7.374792414224645,0.623213562775408,4.726410772226703,0.6802844500565499,0.2700967550017766,0.7684108143437838
24s,L_T,L,T,596.0,T_596.0,-0.5473067084333636,2.455295219219995,-0.9696682566208796,1.127042287286845,-49.42106621602424,-7.668017278269621,0.6232280500140402,4.643839009961507,0.6798629996119332,0.2622881462271662,0.767277344547848
24s,L_UT,L,UT,596.0,UT_596.0,-0.5504227042252995,2.4594555896150907,-0.9731870402768604,1.0330598063212093,-55.08397693204978,-7.892904855330283,0.623224440657657,4.603652151909418,0.6797392873756241,0.2774329184617747,0.766960211736847
24s,L_T,L,T,596.0,T_596.0,-0.549809298465883,2.459163934140306,-0.9743443194606636,0.8134295324687483,-57.31077876416396,-8.129613742424826,0.6232248095843309,4.56721046317212,0.6795101737731104,0.2644419056203781,0.7663249975557491
24s,E_UT,E,UT,434.0,UT_434.0,-0.5536231937020117,2.451659668997693,-0.9649365714305989,2.1847701753192665,-31.09013626850188,-6.451062788683792,0.6232171220218509,5.122247057360843,0.6813004625252017,0.1741848078128437,0.7710219244643738
24s,E_T,E,T,434.0,T_434.0,-0.5514880591246701,2.4425826314073182,-0.96377779497037,2.044094538929941,-29.124739822248124,-6.359801624722627,0.623205114708873,4.971940290056628,0.6810066406391901,0.2181510487521543,0.7702399606120702
24s,E_UT,E,UT,434.0,UT_434.0,-0.5505806733378125,2.4391200805986677,-0.9661234958822515,1.8147623131352275,-28.20955544774954,-6.510778506134002,0.6231908632175551,5.057845519164795,0.6809019035417596,0.2187067484058249,0.769994895244737
24s,E_T,E,T,434.0,T_434.0,-0.5476012690504798,2.4510898875455727,-0.9708538482049331,1.1882515668343283,-38.91754251259176,-7.483749713045755,0.6232118893186038,4.698880685378545,0.680503639066744,0.2786227822944979,0.7690591864378546
24s,E_UT,E,UT,434.0,UT_434.0,-0.5492085906436173,2.444069560437359,-0.9703892289133988,1.3396061663872354,-36.23249523278245,-7.1347538382201385,0.6231996230517419,4.729281326464242,0.6802936645764875,0.277022786320917,0.7684342618521934
24s,E_T,E,T,434.0,T_434.0,-0.5492487452813819,2.445549315071156,-0.9685480424702536,1.5292693246254108,-35.87212135821526,-6.970196197290629,0.6231993384872493,4.800359397223263,0.6804435414352931,0.2673401548130923,0.7688280406100813
24s,E_UT,E,UT,434.0,UT_434.0,-0.5502111555052405,2.4475741501392654,-0.9692773064197976,1.5019188622013715,-37.22097863035815,-7.051853239658789,0.6231977726371527,4.892070011785002,0.680456577242816,0.2404354523846776,0.76883434897726
24s,E_T,E,T,434.0,T_434.0,-0.5482704684197146,2.445473646978696,-0.9696715300763225,1.1747504526856798,-40.67062295197535,-7.349118284940658,0.6232112928101283,4.772865105444678,0.6799076798409129,0.2683131888312096,0.7673739888732855
24s,E_UT,E,UT,434.0,UT_434.0,-0.5523702316117917,2.4513378740178475,-0.9765683140767032,0.7927639832893028,-48.33551133326012,-7.9283292881127805,0.6232083543475683,4.616718287700622,0.6796072037746611,0.2434473547248686,0.7665361087734914
24s,E_T,E,T,434.0,T_434.0,-0.5509222994963241,2.4504642386825464,-0.9737997044785328,1.0046930021005818,-46.26818098061128,-7.66820373976685,0.6232093389380157,4.704581643951469,0.6797280853204211,0.2762235949133114,0.7669071592578638
24s,E_UT,E,UT,440.0,UT_440.0,-0.5544676086680751,2.4354163654584835,-0.983297656240133,-0.0019152324554619,-42.66668178781457,-8.43366640953594,0.6231645222804141,4.397079015991639,0.6785733827674477,0.3415802956640424,0.7639699216627016
24s,E_T,E,T,440.0,T_440.0,-0.55455828271121,2.445237999554389,-0.9817007766646368,0.2822082843865062,-46.48925958504378,-8.348080112519927,0.6231923534534911,4.489437672852016,0.6791694278624172,0.2817032560612318,0.7654189690279345
24s,E_UT,E,UT,440.0,UT_440.0,-0.5560279896696183,2.4403439993374256,-0.9839664183280274,0.0819014639314247,-44.59218519987343,-8.456689417043036,0.6231864437943696,4.407751412835249,0.6788227761328661,0.3796385018795539,0.764673675572641
24s,E_UT,E,UT,440.0,UT_440.0,-0.5559750428583806,2.4399875830487456,-0.9852911691622446,-0.284525519780696,-47.03481715199863,-8.886755176121463,0.6231879833316797,4.2645391638913965,0.6784374396946102,0.3457111764253905,0.7636151021013403
24s,E_T,E,T,440.0,T_440.0,-0.5603746999463747,2.446066329700891,-0.9908199879670744,-0.5400959895095119,-51.6784795882933,-9.360644764825624,0.6231972069245721,4.223733772217099,0.6784915526076968,0.4359681309124352,0.7638768130665248
24s,E_UT,E,UT,440.0,UT_440.0,-0.5587504604078972,2.4416206917245784,-0.9889841357606968,-0.6047008281165754,-49.37366104641841,-9.323373263373869,0.6231730707550293,4.1726604619004295,0.6783019054595135,0.3540339662923822,0.7632369955340551
24s,E_T,E,T,440.0,T_440.0,-0.563941038522193,2.443496733321862,-0.9969008662338744,-1.355530937075004,-54.65898768922968,-10.342178168289022,0.6231823261916175,3.9635266142423062,0.6777667926524513,0.308452769392587,0.7618430867097247
24s,HC_UT,HC,UT,969.0,UT_969.0,-0.5573882261544687,2.444410212886628,-0.9656377840368529,2.654786363571039,-18.70684225141124,-5.795136030170627,0.6231703938364389,5.367568405766283,0.6819957282213258,0.1256064106885575,0.7729334595281077
24s,HC_T,HC,T,969.0,T_969.0,-0.5545484238216809,2.447089817222272,-0.968206691494929,2.104038856355829,-26.97797321685498,-6.412702821176779,0.6231582713026802,4.970319798615615,0.68142001137889,0.174430261675396,0.7713780851280477
24s,HC_UT,HC,UT,969.0,UT_969.0,-0.5588133637367474,2.442620757606571,-0.9884948422747968,-0.2543087441216156,-47.92351693791771,-8.91779648508802,0.6231692017035414,4.343861733234439,0.678661431747703,0.2953638898585336,0.7641180307374044
24s,HC_T,HC,T,969.0,T_969.0,-0.5557796336750433,2.448306037725536,-0.9821484474534496,0.4748316438432988,-48.26469888253844,-8.206932877923416,0.6231688749190349,4.592981350817521,0.679309041051222,0.2371866195582386,0.7657154133088088
24s,HC_UT,HC,UT,969.0,UT_969.0,-0.5574271833747271,2.4368640774810912,-0.986110454205836,-0.0151751745472458,-42.08816400805343,-8.484821351609066,0.6231405909905595,4.412821862191275,0.678830176775555,0.3248515009861124,0.7646368891757859
24s,HC_T,HC,T,969.0,T_969.0,-0.5570265156547461,2.44571514148892,-0.9854132620963498,0.0868862034081475,-49.24506174052908,-8.590085872527727,0.6231857683015379,4.421264615409892,0.6788748030245785,0.2658100738931921,0.7646157445371247
24s,HC_UT,HC,UT,969.0,UT_969.0,-0.5586483742289008,2.4378065844199077,-0.9878046739133892,-0.1576353387032583,-42.325635389529005,-8.67843516339807,0.6231450247121574,4.4026789696465,0.6788789868322923,0.3563306199696024,0.7648129650201062
24s,HC_T,HC,T,969.0,T_969.0,-0.556523740062318,2.445194975302779,-0.9845064026072168,0.1427373609145736,-47.60387470542632,-8.51035374811246,0.6231658775125855,4.47407033597005,0.6790212780953659,0.2790474296476721,0.7650248550749922
24s,HC_UT,HC,UT,969.0,UT_969.0,-0.5583880498493068,2.44686647869419,-0.9871659462387168,-0.0659046390123958,-50.14219227055296,-8.802886824161972,0.6231805634306596,4.41757647328154,0.6788948458073585,0.2710008947877877,0.7646676188280416
24s,HC_T,HC,T,969.0,T_969.0,-0.5604561631280641,2.4420625983385027,-0.9912873933701468,-0.6399695733059282,-49.81861403094145,-9.379013733489463,0.6231403422206301,4.187865707255574,0.6783013844141259,0.3152218328901791,0.7632142902138301
24s,L_UT,L,UT,412.0,UT_412.0,-0.552998928114754,2.452649953112793,-0.9632826460698388,2.367485454270136,-29.71191892937494,-6.2935395329488655,0.6232202080433304,4.8601375343117,0.6814500809216437,0.197083580951309,0.7714443998132053
24s,L_T,L,T,412.0,T_412.0,-0.549632242632567,2.45678146101326,-0.960143238837329,2.0983588508804973,-36.94716556515432,-6.680622660970647,0.6232274136840809,4.924553922915765,0.6811083768975391,0.202521283242446,0.7705084427143953
24s,L_UT,L,UT,412.0,UT_412.0,-0.5546248765573556,2.459698734056864,-0.9831109908787584,-0.0057612295559177,-63.34359171904433,-9.09863408094999,0.6232313516060491,4.3208528675469,0.6789582646343154,0.2927140008068951,0.7649430802223801
24s,L_UT,L,UT,412.0,UT_412.0,-0.5528663522241948,2.449357242433108,-0.981172764768086,0.0812046396719256,-50.71439814132615,-8.69525046803714,0.6232780252954236,4.28339309255705,0.6790472763763391,0.3330620943547984,0.7652470822203125
24s,L_T,L,T,412.0,T_412.0,-0.552243744640326,2.454314702075911,-0.9801145102575824,0.1792075834032651,-55.73412255432888,-8.718754339875304,0.6232281375395634,4.36357197112229,0.6790624108151715,0.3194227552776305,0.7652625993487023
24s,L_UT,L,UT,412.0,UT_412.0,-0.5556735030359756,2.4540971056146885,-0.9850791076732848,-0.2738617534508134,-60.03451788233164,-9.25689275380765,0.6232387264629635,4.2436875562361775,0.6785641494152856,0.3373072918503781,0.7639134056252432
24s,L_UT,L,UT,412.0,UT_412.0,-0.5551265232887975,2.453097011064983,-0.9837578615201574,-0.1269336525631953,-54.65588729742712,-9.04939557996543,0.6232236724982005,4.3056125129169605,0.679037481584323,0.34790795155018,0.7651936007049216
24s,HC_UT,HC,UT,565.0,UT_565.0,-0.5496394434931948,2.439032419871109,-0.9540205017257504,2.7480542274502024,-19.85666760278228,-5.573652071606149,0.6232004262400206,4.912925449518231,0.6817609321188178,0.1336651357818166,0.7722549553012367
24s,HC_T,HC,T,565.0,T_565.0,-0.5489071738596495,2.4428470963510027,-0.9516325781929224,3.159912941652056,-18.63930258129913,-5.271138913314743,0.6232153072383224,4.928485746646515,0.681969432123337,0.1237778454773245,0.7728348733074151
24s,HC_UT,HC,UT,565.0,UT_565.0,-0.5503952792095896,2.442587576521794,-0.9776236175784409,0.2895380435167397,-45.3345320182602,-8.270576294373921,0.623222968895799,4.389191182915783,0.6789938685514779,0.3092646078903012,0.7650571169672165
24s,HC_T,HC,T,565.0,T_565.0,-0.5528205235199664,2.4453718719437125,-0.9808991413864356,0.0208325428531038,-49.82569874883636,-8.65935439081433,0.6232262664910393,4.372282614937674,0.6787265053824427,0.296953460073391,0.7643043314463052
24s,HC_UT,HC,UT,565.0,UT_565.0,-0.5466152210131048,2.4323519087844736,-0.973906495211358,0.2861060011443544,-38.38516888581779,-8.022802311262842,0.6232179499387863,4.430988241151978,0.6789133020121993,0.3869606586317854,0.7649154967396126
24s,HC_T,HC,T,565.0,T_565.0,-0.5556527482917443,2.4435275090932373,-0.9850197748882468,-0.4973730116876891,-47.79753384542398,-9.239766848359546,0.6232537657108403,4.202181678563835,0.6787079679183665,0.4259098135603348,0.7644488845636365
24s,HC_UT,HC,UT,5400.0,UT_5400.0,-0.5528602399617253,2.4515504763913016,-0.9613696406930178,2.499782836598013,-28.249239490961767,-6.132028432585243,0.6231979470615775,4.890727281851842,0.681524114577448,0.1471043426355862,0.771619140594393
24s,HC_T,HC,T,5400.0,T_5400.0,-0.5526727602607703,2.4443456158657257,-0.9622536276104966,2.5101986785040453,-23.85007212453224,-5.935682005707109,0.6231862029340158,4.846928846025758,0.6815876550033403,0.1648247082703605,0.7718042834821414
24s,HC_T,HC,T,5400.0,T_5400.0,-0.5493595579638593,2.4426797625182872,-0.969374376766406,1.4171441351086578,-35.406024044922056,-7.01653379591092,0.6231867376241225,4.847473586123156,0.6802659529705389,0.2713379361062329,0.768412388037026
24s,HC_UT,HC,UT,5400.0,UT_5400.0,-0.551618343442269,2.449712310849657,-0.9757741126704784,0.8868805949354442,-43.00705908224275,-7.778533946179652,0.6232647329945037,4.7343747053725656,0.6799872933416473,0.2631734144146956,0.7676611599637129
24s,HC_T,HC,T,5400.0,T_5400.0,-0.5540602133593439,2.450743751377032,-0.9812621604071494,0.5226137036908872,-44.29776633276957,-8.218596433319204,0.6231915892302807,4.527319368104815,0.6799031158755815,0.2671627239885553,0.7675387812063321
24s,HC_UT,HC,UT,5400.0,UT_5400.0,-0.5511785380467865,2.4459355056190395,-0.9759413112996912,0.7592334662444702,-44.48475409037638,-7.820642133270147,0.623188497587234,4.62245637608034,0.6794955547945623,0.2529218525364756,0.766276398639451
24s,HC_T,HC,T,5400.0,T_5400.0,-0.5554621124323593,2.4429698775195536,-0.9838686846677872,0.1488999752382312,-40.06134350937449,-8.44493465290374,0.6231866176917199,4.415549952984262,0.6796655482892449,0.3324071865160951,0.7669822490820165
24s,HC_UT,HC,UT,5400.0,UT_5400.0,-0.5516779896304151,2.441788642557627,-0.9778036822249992,0.5949056533356815,-39.40089452332598,-7.899265187884549,0.6231818625119677,4.543738125503033,0.6796839506525181,0.2754974144381273,0.7669232380029517
24s,HC_T,HC,T,5400.0,T_5400.0,-0.5555987388267082,2.444742115909358,-0.984479054222635,-0.1088194378315393,-48.05678745808938,-8.797690157202839,0.6231886951945436,4.32492270497471,0.678857819549682,0.3065181406781521,0.7647304099414486
